Moisture,Ash,Volatile_Oil,Acid_Insoluble_Ash,Chromium,Coumarin,Fiber,Density,Oil_Content,Resin,Pesticide_Level,PH_Value,Quality_Label
7.0847,1.2075,2.3503,0.703,0.3107,0.4667,11.1299,0.5284,11.1194,2.3633,0.081,5.1334,Low
5.7624,1.3431,1.1305,0.9546,0.2795,0.2225,18.8156,0.5966,12.0025,0.7932,0.0731,6.3079,High
7.2618,1.4355,2.2135,0.1055,0.4399,0.4937,14.5104,0.7125,6.7589,2.3119,0.0412,5.5152,Low
6.8729,1.0281,3.3606,0.3422,0.4585,0.3048,14.9919,0.8155,14.2243,1.0203,0.0612,5.4534,Medium
7.7095,1.6108,1.6599,0.7813,0.3642,0.3356,16.9783,0.9296,10.1938,1.5399,0.0045,7.0971,High
4.424,1.2572,1.4175,0.7747,0.364,0.4177,16.9927,0.5901,14.786,0.9713,0.0351,6.6207,High
5.7905,1.7752,2.317,0.3851,0.1662,0.1151,15.832,0.661,6.4814,2.1346,0.0682,6.7565,High
4.0071,1.1414,3.3478,0.6294,0.1243,0.1749,19.1635,0.6505,5.8625,2.8507,0.0244,7.1094,High
5.0272,1.5552,1.6755,0.5472,0.0551,0.4632,18.0851,0.5175,14.8648,2.82,0.066,5.6822,Medium
4.01,1.8168,3.1235,0.7733,0.1524,0.1544,11.6994,0.8507,7.6426,2.6958,0.0545,5.8505,Low
5.9834,1.3962,1.5304,0.4405,0.4926,0.3893,12.9954,0.9238,7.4666,2.0272,0.0897,6.1707,Low
4.1347,1.5016,2.3253,0.7855,0.0929,0.3059,19.2447,1.0969,10.3457,0.8341,0.0157,5.9321,High
7.0304,1.7937,1.9687,0.1624,0.2291,0.2301,12.1765,0.7368,11.6266,0.6587,0.0313,5.3799,Low
5.0498,1.2325,1.7442,0.4972,0.1914,0.2497,16.2064,1.0338,12.3556,2.5361,0.0033,4.6433,Medium
5.5352,1.6311,2.9478,0.4534,0.1229,0.2736,17.7189,1.0466,7.3054,0.9375,0.0921,4.632,High
7.9991,1.2611,1.6632,0.2529,0.1723,0.33,19.6461,0.9254,9.0985,1.4741,0.0025,4.5077,High
5.2851,1.7473,3.4325,0.9929,0.4144,0.4389,19.6941,0.5283,6.7016,0.6317,0.0502,7.3755,High
4.1051,1.5514,2.5097,0.7389,0.2236,0.4275,15.399,0.7863,12.1926,2.8185,0.0813,7.292,Medium
6.9305,1.5405,2.6515,0.6221,0.0554,0.228,16.9121,1.1029,6.5439,0.7949,0.0959,7.4018,High
4.3266,1.9637,1.3748,0.3734,0.1686,0.2258,14.436,0.6855,8.7663,1.1669,0.0977,5.3647,Low
5.5923,1.5137,3.0077,0.4363,0.2247,0.1383,19.1459,0.5638,11.4821,1.533,0.0406,6.5387,High
5.3066,1.8528,2.2449,0.4189,0.295,0.1533,10.0536,0.6965,11.0501,2.2793,0.0827,7.28,Low
5.5942,1.1699,1.9577,0.8845,0.2135,0.4807,19.4631,0.6015,6.7732,2.6567,0.0393,4.5132,High
4.2263,1.499,1.0668,0.6635,0.3013,0.2518,14.6181,1.1931,6.6766,2.3276,0.0646,6.4911,Low
7.2063,1.023,3.0539,0.6316,0.2836,0.1049,17.8087,0.6387,12.2799,0.5397,0.0797,4.5692,High
7.495,1.8071,2.9635,0.1144,0.0715,0.32,19.9443,0.7397,8.4438,0.8357,0.0675,6.4401,High
6.2078,1.0882,1.2378,0.8664,0.1803,0.3715,15.0893,0.6557,10.1783,0.6725,0.0348,6.0686,Medium
6.3006,1.0576,3.0065,0.9785,0.1246,0.3489,17.3043,0.608,7.1691,1.4329,0.0185,5.4649,Medium
7.6761,1.6206,3.1419,0.2095,0.1448,0.4882,18.8741,0.6647,11.2098,1.4066,0.0469,7.0827,High
7.9952,1.7202,1.3524,0.613,0.4438,0.2854,15.462,0.9124,11.641,2.072,0.0507,5.5559,Medium
5.1321,1.7963,2.7313,0.9752,0.2755,0.1272,19.2851,0.8207,14.9413,1.7573,0.042,4.7285,High
5.4748,1.8984,2.8744,0.3052,0.3397,0.469,14.9647,1.0136,14.7111,2.2261,0.0103,5.2337,Medium
5.6012,1.7203,2.3319,0.2544,0.3684,0.2519,17.719,1.1837,10.0563,2.3556,0.054,7.4139,High
6.3387,1.5344,1.922,0.5758,0.2389,0.3776,18.7307,0.8854,11.3456,2.4679,0.078,6.9734,High
6.6308,1.5305,1.8729,0.2217,0.1112,0.2305,14.1035,1.1425,9.1896,1.575,0.0555,5.84,Low
4.7136,1.5898,2.3203,0.9501,0.3425,0.4094,10.9271,1.0327,14.8285,2.1438,0.0743,7.4386,Low
4.762,1.4269,2.2251,0.2371,0.1982,0.2781,12.6191,0.7478,7.7625,2.0321,0.0579,6.1551,Low
5.7762,1.3707,2.7551,0.1524,0.0679,0.234,17.2952,0.5816,11.3555,1.1738,0.0652,5.871,Medium
7.7688,1.5185,1.8808,0.3107,0.0725,0.2075,16.5424,0.8736,14.4405,1.4907,0.0694,5.968,High
6.6811,1.7392,2.2506,0.6819,0.1278,0.2472,11.6183,0.7711,10.6281,1.6064,0.0594,6.0053,Low
5.23,1.9507,1.5143,0.5437,0.1269,0.1378,10.5193,0.511,12.0943,1.4698,0.0922,6.3798,Low
4.3188,1.7086,2.1476,0.6009,0.255,0.4562,15.5875,1.1463,10.1058,1.2315,0.0356,6.0664,Medium
6.4866,1.786,1.6666,0.3622,0.4476,0.1916,16.7998,1.1433,14.5228,1.258,0.0951,4.914,Medium
7.9882,1.116,2.1405,0.8751,0.1023,0.321,11.9968,0.84,7.0231,1.8258,0.0412,5.6816,Low
5.2156,1.3444,2.4139,0.8742,0.2647,0.1594,11.5855,0.54,12.4037,1.4982,0.0919,5.4303,Low
6.3794,1.7389,1.0812,0.6929,0.2896,0.1414,11.7253,0.8976,7.9636,2.8458,0.0819,7.4508,Low
6.6163,1.1277,2.8749,0.3357,0.3997,0.4306,14.3479,0.8191,7.1535,1.9605,0.0084,5.3757,Low
4.1348,1.3028,1.5744,0.8437,0.0582,0.4692,15.875,1.0209,9.557,2.2677,0.0335,6.4806,Medium
6.4005,1.1563,2.3389,0.3074,0.3847,0.3113,14.1123,0.6882,14.987,0.6793,0.0044,5.1518,Medium
4.8266,1.7818,2.5819,0.5289,0.1591,0.2847,14.8562,1.0292,9.501,1.6801,0.0862,7.2561,Medium
5.3809,1.4714,2.395,0.7162,0.4401,0.1932,14.2688,0.5792,8.3419,1.4499,0.0442,7.2806,Medium
6.1088,1.0999,2.1247,0.3937,0.177,0.3166,14.836,0.8374,5.8815,2.5058,0.0482,6.9628,Medium
5.448,1.8135,1.0045,0.564,0.2182,0.1617,17.118,0.6878,9.177,1.2246,0.061,4.5326,Medium
4.8069,1.5594,1.5028,0.3138,0.1229,0.2798,15.1471,0.6839,11.1352,1.1777,0.0522,6.5573,Medium
4.9072,1.8985,2.2089,0.5839,0.3834,0.4457,10.2314,0.5872,9.2739,0.9987,0.0475,6.3442,Low
7.8817,1.0607,1.4682,0.5567,0.0877,0.3821,10.1214,1.0952,14.202,2.1968,0.0635,6.2743,Low
5.2711,1.6243,3.2143,0.1624,0.3689,0.3864,17.9404,0.6884,9.1653,1.0993,0.0309,7.4056,High
4.0691,1.9599,2.6994,0.6606,0.1857,0.2993,10.0582,0.8804,7.5035,2.0728,0.0024,7.3293,Low
7.5823,1.713,1.3088,0.9339,0.0708,0.3383,15.2269,0.5507,11.9585,2.9065,0.0459,6.0418,Medium
7.7619,1.4561,2.6872,0.7187,0.4436,0.366,15.6203,0.9973,12.5098,0.9649,0.011,4.7246,High
4.6237,1.5913,1.322,0.5075,0.3116,0.2424,19.2705,0.5643,9.2231,2.7421,0.0177,6.3843,High
6.5117,1.0818,3.184,0.9288,0.0775,0.2108,18.0621,1.0238,6.8453,1.0234,0.0371,5.9536,High
5.1861,1.1593,2.0885,0.4618,0.3091,0.3334,17.4999,0.857,6.0483,2.6458,0.031,7.4139,High
7.494,1.3081,1.0029,0.977,0.0617,0.161,14.2205,0.8475,13.3447,1.6196,0.0548,5.1,Low
4.6285,1.5534,3.3528,0.7325,0.2533,0.469,11.2596,0.8286,10.7284,0.5342,0.0019,6.3547,Low
7.7621,1.3905,1.5103,0.2073,0.4351,0.1129,19.644,0.7928,7.4738,2.0437,0.0133,4.7165,High
7.3179,1.8989,1.1704,0.3719,0.1942,0.2738,11.6927,0.8474,11.6322,1.7435,0.0666,4.6994,Low
5.3444,1.1641,1.3511,0.8364,0.1565,0.1881,18.8285,0.7553,14.9033,1.1737,0.0661,5.0836,High
7.3307,1.4858,1.606,0.7066,0.377,0.2857,12.2993,0.8901,7.5383,2.85,0.0629,5.3758,Low
6.4611,1.3803,2.607,0.8116,0.2619,0.1889,19.8146,0.7889,6.7639,2.3481,0.0656,6.9498,High
4.7005,1.0968,1.8608,0.1713,0.349,0.1804,17.1028,1.0879,12.413,2.4072,0.0644,5.629,Medium
5.9561,1.6751,2.1256,0.1896,0.3423,0.4996,15.1758,0.6551,7.7313,1.1177,0.0945,7.3573,Medium
5.3022,1.012,1.2074,0.8668,0.1056,0.2991,13.4693,0.6419,6.2488,2.0974,0.0876,6.3041,Low
6.349,1.3759,1.8107,0.5762,0.0561,0.3305,13.3339,1.043,6.3716,2.3067,0.0447,5.7629,Low
7.893,1.0226,1.0379,0.2631,0.1499,0.1321,10.2888,1.0167,13.4024,0.5163,0.0144,4.5506,Low
5.6574,1.0811,1.1383,0.9302,0.051,0.2269,18.506,0.7783,6.9688,0.8266,0.0035,6.4422,High
4.2671,1.4519,2.0853,0.9569,0.1044,0.3003,17.8558,0.5741,11.4133,2.8979,0.0015,5.9036,Medium
6.8328,1.0925,3.4282,0.5604,0.4239,0.1169,11.4142,0.9573,8.1293,2.405,0.0788,6.5583,Low
6.0529,1.9852,3.1916,0.4062,0.2944,0.3211,16.8537,0.9815,12.898,0.5625,0.0944,4.7102,High
6.3526,1.2809,2.0062,0.6562,0.4484,0.3907,13.6017,0.6805,11.3365,0.7022,0.0375,5.252,Low
6.8653,1.1054,1.1575,0.963,0.3515,0.2048,15.1366,0.9506,9.749,1.0188,0.0069,6.9577,High
7.2843,1.1048,2.8463,0.341,0.2216,0.4953,16.7522,1.0034,11.024,1.306,0.0676,5.8719,Medium
5.4772,1.831,2.6875,0.9428,0.2505,0.2089,11.2269,0.9705,13.4175,0.9594,0.0879,6.0789,Low
7.2603,1.892,3.2971,0.6724,0.1899,0.1275,12.1953,0.616,7.0035,2.8384,0.0496,5.7957,Low
6.9749,1.7835,1.7864,0.2929,0.1743,0.4058,18.4048,0.9897,9.4123,1.1565,0.0426,7.2436,High
7.3356,1.7351,3.39,0.9555,0.4003,0.3864,13.0528,0.5639,5.9287,2.3407,0.0029,6.9493,Medium
6.514,1.1727,1.6467,0.5213,0.1549,0.3355,19.2318,1.0237,11.6643,1.9569,0.0488,5.0597,High
4.4937,1.5628,1.1309,0.4961,0.353,0.154,11.6423,1.0337,7.7219,2.6357,0.0615,6.1402,Low
5.8759,1.3728,2.7543,0.692,0.0553,0.2403,12.5975,0.6223,8.9205,0.5099,0.0673,6.1188,Low
6.7739,1.4423,1.5374,0.6312,0.4269,0.4708,10.5873,0.7932,11.0443,1.345,0.0318,6.8159,Low
4.3882,1.1104,2.6392,0.6242,0.1941,0.1973,10.0069,0.6113,10.7552,1.8912,0.0737,4.599,Low
7.7998,1.2728,3.1915,0.9775,0.4203,0.1079,18.6863,0.6494,8.5328,2.979,0.0405,6.4646,High
5.8915,1.3738,1.8697,0.2422,0.2883,0.308,15.9077,0.5814,14.1493,2.3552,0.0131,4.7381,Medium
6.1849,1.0257,1.0127,0.3828,0.1957,0.3875,13.2567,0.7517,10.4955,1.9791,0.0334,6.1744,Low
6.2348,1.5157,1.2987,0.6032,0.0596,0.4163,15.1924,1.0018,9.7703,2.3495,0.0552,6.1004,Medium
7.5382,1.5893,2.0887,0.3436,0.3124,0.3473,13.9295,1.1557,11.3996,2.5938,0.0621,5.4497,Low
6.3474,1.4001,2.866,0.8532,0.4883,0.4618,19.6084,1.003,6.4067,0.5375,0.0451,6.6013,High
7.037,1.139,3.4718,0.3566,0.4269,0.1762,19.5065,1.0787,8.5939,1.5537,0.0004,5.2543,High
6.7518,1.6953,2.2413,0.1909,0.1799,0.2353,13.2429,0.9726,5.5483,2.3252,0.0527,5.019,Low
7.8919,1.2846,1.3237,0.3704,0.1972,0.1512,17.0815,0.9335,8.1662,2.9826,0.0656,6.6096,High
5.7569,1.4302,1.0578,0.9435,0.1088,0.2803,16.0005,1.1957,8.9929,2.1718,0.0953,6.2145,Medium
4.7961,1.5499,3.4203,0.1934,0.4866,0.4101,11.4424,1.0703,12.4403,1.9349,0.0775,4.9238,Low
6.0831,1.6653,1.4141,0.6416,0.4393,0.3911,16.642,1.0526,6.0409,1.0096,0.0039,4.935,Medium
6.0961,1.8218,2.7928,0.1638,0.3675,0.1543,10.8948,0.7791,5.7737,2.5732,0.0464,6.2611,Low
6.7976,1.7903,1.3105,0.2215,0.1006,0.4429,12.0997,0.9503,10.1617,1.861,0.0196,6.4058,Low
4.882,1.6257,2.4291,0.2664,0.0769,0.3418,17.637,0.8664,7.2678,2.1664,0.0081,5.8256,Medium
6.8631,1.7083,3.1271,0.8769,0.1402,0.3315,10.2064,0.5621,9.189,0.5962,0.0346,6.4189,Low
5.3343,1.3171,1.8979,0.8099,0.1423,0.275,13.0393,0.558,12.2706,2.7061,0.0246,5.6246,Low
5.8086,1.0972,3.4592,0.3593,0.1399,0.3259,14.8448,0.6922,12.3734,1.2238,0.0346,6.5999,High
5.5683,1.6171,1.2679,0.7096,0.2798,0.3518,10.5364,0.5679,9.5104,1.0874,0.0666,5.1201,Low
4.6459,1.7418,1.3704,0.441,0.1146,0.2083,19.8452,0.5754,9.0647,2.1923,0.0095,4.8271,High
4.6045,1.1772,2.306,0.1487,0.0841,0.2807,17.0086,0.9824,13.9952,1.7655,0.0219,6.9015,High
4.0394,1.5135,3.0251,0.9716,0.3555,0.1811,13.6304,0.6099,8.3782,1.9033,0.0488,7.1211,Medium
6.6919,1.8164,3.3307,0.8887,0.1938,0.3346,10.773,0.6806,5.9423,1.288,0.0876,5.5416,Low
6.3384,1.333,1.974,0.497,0.2191,0.4043,11.3995,1.1,8.3126,2.31,0.0884,7.1624,Low
5.5821,1.8537,2.8874,0.5655,0.3075,0.152,18.4069,1.0509,11.5648,1.6655,0.0965,7.1371,High
7.1396,1.4337,1.5039,0.6861,0.3798,0.1501,12.7699,0.6549,8.7986,2.4087,0.0714,6.4876,Medium
5.4284,1.1858,1.6531,0.4533,0.3636,0.4245,10.5826,1.0708,12.9312,0.8373,0.0275,4.7524,Low
4.6913,1.31,1.5428,0.2813,0.1269,0.4505,10.8589,0.7894,5.1474,1.2335,0.0707,5.1086,Low
7.0646,1.9763,1.6646,0.5181,0.2468,0.3167,13.7511,0.5926,7.4826,2.4924,0.0599,4.7069,Medium
4.9635,1.8849,1.1315,0.5863,0.0898,0.3404,10.473,0.9487,5.3369,0.9128,0.0754,5.4083,Low
6.8905,1.3965,1.7225,0.3975,0.0632,0.3183,17.623,1.0749,13.2527,0.6819,0.0932,7.088,High
7.8849,1.1456,1.1018,0.1297,0.2592,0.1333,15.1217,0.7293,8.3563,2.0891,0.0164,6.7997,High
6.2059,1.6786,1.7959,0.8618,0.2128,0.2429,13.1728,0.5659,14.934,1.7089,0.094,6.2246,Low
4.2233,1.7273,2.7965,0.3608,0.3114,0.2719,11.5414,0.9701,12.7394,1.3367,0.0512,5.0453,Low
6.2268,1.2479,1.6087,0.9917,0.3906,0.4348,15.7199,1.1098,11.455,2.8655,0.0282,6.286,Medium
5.3899,1.6396,2.1147,0.1733,0.2201,0.4977,10.4852,0.9877,13.4119,2.1219,0.057,6.6227,Low
5.0729,1.787,2.7719,0.1075,0.4401,0.3084,19.2752,0.5076,13.6178,2.4254,0.0662,6.2942,High
5.966,1.772,3.3707,0.2043,0.2006,0.2279,11.5119,1.0673,12.5988,1.7111,0.0538,4.6787,Low
7.7144,1.3406,2.8991,0.7797,0.4679,0.4435,17.4883,0.9456,7.4119,2.1767,0.0277,5.8201,High
4.5969,1.1872,2.9483,0.3199,0.149,0.2277,17.5633,0.7943,5.2844,1.7827,0.0279,5.8746,Medium
6.8373,1.6963,1.6154,0.9901,0.3136,0.3303,18.0415,0.5824,13.6048,2.0154,0.008,6.0906,High
7.3461,1.2872,3.3802,0.2829,0.1439,0.1387,11.1812,1.0332,7.7587,2.6729,0.0858,4.8495,Low
5.6075,1.146,3.2121,0.8156,0.4039,0.1358,18.7928,0.9175,9.7036,2.783,0.0667,4.8991,High
4.7536,1.7502,2.452,0.153,0.2543,0.1531,13.568,0.8595,8.4203,1.1456,0.0453,6.3504,Low
7.7479,1.0712,2.5355,0.8887,0.2588,0.144,11.9981,1.0392,8.0153,2.768,0.0043,6.024,Low
4.4937,1.0864,3.2037,0.5541,0.133,0.2686,10.742,0.6308,12.4975,1.9693,0.0159,6.2616,Low
5.5696,1.1414,3.3953,0.8564,0.2636,0.4962,11.5096,0.6137,6.5985,0.8483,0.0493,6.8196,Low
5.5364,1.5849,2.5486,0.3437,0.4888,0.1473,11.1228,0.6605,12.5392,0.5914,0.0988,7.4632,Low
4.6533,1.3827,3.0471,0.1385,0.1922,0.3044,16.2204,0.6029,14.2571,2.3432,0.0064,5.8367,Medium
7.9388,1.2481,2.9171,0.3553,0.4886,0.2059,13.6556,0.8335,8.2169,1.1889,0.0471,6.9494,High
6.9088,1.1556,1.9669,0.3024,0.329,0.3082,12.0756,0.588,9.9306,1.7782,0.014,5.8335,Low
7.0755,1.1758,2.8683,0.4623,0.16,0.146,11.0196,0.7825,10.6182,2.1939,0.0867,4.9347,Low
6.3717,1.6718,2.613,0.877,0.1485,0.3547,11.0112,0.8836,10.8396,1.0406,0.0392,6.9816,Medium
5.6847,1.4439,2.3723,0.6362,0.3158,0.1138,18.1885,0.6364,7.9235,0.9336,0.0768,6.251,High
5.3002,1.7058,2.4578,0.967,0.2462,0.2332,16.9368,0.7884,11.1831,2.8658,0.05,5.9946,Medium
6.9271,1.3317,2.8254,0.2462,0.4937,0.4214,12.8916,1.0184,6.358,2.1336,0.006,5.5002,Low
4.4711,1.4447,2.8389,0.9656,0.2184,0.3171,18.5125,0.7338,6.4226,1.2048,0.09,4.9782,Medium
5.5261,1.9624,2.9315,0.3367,0.1765,0.2017,13.2882,1.1499,9.3355,1.4107,0.024,7.1773,Medium
6.4462,1.5554,2.6396,0.5709,0.3176,0.3369,18.29,0.9628,7.7537,0.6221,0.0404,6.4625,High
6.7514,1.8442,1.526,0.9511,0.4036,0.1559,13.3584,0.676,6.5903,2.1119,0.0066,6.2964,Low
4.0145,1.1098,1.8772,0.1753,0.4307,0.4457,17.5558,0.6698,10.2325,0.9605,0.0282,6.0481,Medium
7.6496,1.3576,3.0381,0.2162,0.1791,0.3458,12.4194,1.1696,10.5157,2.3287,0.0562,5.7203,Low
6.6742,1.0897,3.3292,0.3293,0.4493,0.4692,14.9007,0.7884,7.7814,2.5185,0.0197,6.3664,Medium
5.2592,1.6563,1.108,0.9662,0.4873,0.3114,16.5756,1.0352,14.7039,1.8616,0.0756,5.0771,Medium
5.5172,1.0438,2.9147,0.9509,0.4148,0.4361,18.4791,1.0317,13.0544,0.6917,0.0055,4.7257,High
7.2279,1.4597,2.3665,0.4896,0.0698,0.1663,14.4555,0.6465,5.4998,2.6092,0.0982,6.8795,Medium
5.3973,1.5645,3.0099,0.4765,0.1892,0.1912,17.8795,0.5648,9.8573,1.4334,0.0633,6.1284,High
6.6411,1.2446,3.093,0.121,0.2752,0.3654,17.4351,1.1303,11.2586,0.8216,0.0724,6.0842,High
7.0392,1.8042,3.275,0.4293,0.4382,0.3911,15.3776,1.1683,14.4775,2.7441,0.0203,5.1237,Medium
6.3718,1.1739,3.0287,0.6567,0.4421,0.2699,15.1193,1.0325,10.4628,1.93,0.0554,5.974,Medium
5.7556,1.624,2.9078,0.2187,0.0787,0.415,17.5342,0.9239,14.1454,0.6799,0.0384,5.8744,High
5.5999,1.2329,1.0611,0.8814,0.2516,0.4553,17.0458,0.8461,11.9877,1.2779,0.0198,4.952,Medium
6.8839,1.9406,2.1167,0.6675,0.244,0.3096,15.0294,0.9875,11.5345,0.5197,0.0084,6.7817,High
6.6836,1.9181,3.4121,0.8731,0.142,0.3118,11.8457,0.9187,7.3914,1.3253,0.0553,4.8666,Low
5.6375,1.1931,2.8208,0.4308,0.2696,0.38,18.3037,0.6167,8.9363,0.6969,0.0066,6.1079,High
6.4426,1.9238,1.2385,0.1945,0.1066,0.2431,16.716,0.8771,7.9819,2.0452,0.0447,5.558,Medium
7.6981,1.4785,1.42,0.8019,0.2812,0.1469,14.616,0.9812,7.9584,2.78,0.085,6.2037,Medium
6.0882,1.38,1.1117,0.4017,0.2262,0.496,12.0789,0.8814,14.8732,2.4801,0.0994,7.4049,Low
4.1906,1.2898,2.1062,0.3438,0.4418,0.4858,17.708,0.8337,6.4577,2.6802,0.0842,4.9869,Medium
5.9199,1.275,3.1501,0.4395,0.273,0.1643,10.6527,0.7699,8.5531,2.9101,0.0268,5.3561,Low
7.1648,1.929,2.0657,0.6534,0.3607,0.4096,14.8596,0.5381,6.8546,0.6247,0.0516,6.2436,Medium
6.1661,1.9716,1.6374,0.2307,0.1663,0.3306,12.1755,0.7384,11.5806,0.7912,0.0946,6.0971,Low
5.5311,1.1068,1.3356,0.8533,0.3874,0.253,18.2849,0.5566,11.2478,2.6705,0.0839,5.6184,Medium
4.2555,1.03,3.2515,0.1349,0.3269,0.2192,16.8766,0.6994,5.3723,2.3271,0.0311,6.1524,Medium
7.8683,1.4609,3.0621,0.7298,0.4854,0.4245,10.7748,0.9993,10.355,0.5411,0.0252,7.2653,Medium
5.3461,1.0256,2.9798,0.3695,0.3243,0.4573,12.5954,1.1258,6.7999,1.1235,0.056,6.1006,Low
7.5409,1.8724,2.5024,0.3187,0.3862,0.3899,11.6666,0.6364,6.0934,1.7468,0.0322,7.2004,Medium
7.3335,1.1526,3.0061,0.6425,0.1298,0.4011,14.5451,0.9467,13.6952,1.1508,0.0366,7.4919,High
6.6936,1.3397,3.1489,0.6283,0.1524,0.1051,12.1236,0.7558,12.0839,1.0403,0.0262,5.8054,Low
4.4281,1.9905,1.534,0.4129,0.1371,0.4806,16.8047,1.0171,6.0233,2.1804,0.0521,5.9314,Medium
6.563,1.8135,1.8737,0.6358,0.1268,0.2246,10.2028,1.0378,9.0101,2.5404,0.0709,6.9863,Low
6.3312,1.8236,1.3755,0.6483,0.053,0.4291,12.3474,1.0047,11.0188,0.6254,0.0184,5.3033,Low
7.0041,1.3791,2.4755,0.8249,0.1275,0.2692,17.4049,0.8729,11.8166,1.2322,0.0033,4.5875,High
7.4255,1.1369,1.0833,0.5604,0.4541,0.4845,14.7839,0.6749,12.669,0.9234,0.0825,7.1077,High
6.1941,1.9238,3.0424,0.2725,0.1096,0.4446,15.3611,0.5139,14.3423,1.6826,0.0301,6.0498,Medium
4.3985,1.1404,3.071,0.609,0.1211,0.4154,15.8648,0.6172,9.4978,2.8224,0.0752,5.6606,Medium
4.3259,1.607,2.2685,0.2366,0.0692,0.3011,17.3514,0.6241,11.9132,1.866,0.0358,6.4933,High
7.8419,1.2254,1.9047,0.7964,0.3462,0.2287,16.9798,1.186,6.4497,1.1011,0.045,5.4404,Medium
4.2942,1.0417,1.739,0.1111,0.175,0.309,16.909,0.676,9.0736,1.4573,0.0328,5.6658,Medium
5.9264,1.21,2.4887,0.2652,0.2946,0.272,15.3458,0.9017,5.4153,2.0933,0.03,5.5186,Low
5.6819,1.3228,2.3937,0.4498,0.1668,0.4618,13.0836,0.989,8.4723,1.5881,0.0236,6.757,Medium
7.457,1.4646,2.861,0.6576,0.4114,0.2728,17.8581,0.8238,14.4097,1.716,0.0463,6.8553,High
6.7929,1.4839,1.6095,0.3555,0.3489,0.2682,10.3134,1.1763,11.6573,2.4727,0.0644,6.6417,Low
6.0014,1.4477,2.3486,0.6634,0.0899,0.2655,15.9256,0.7262,6.9142,2.0158,0.0719,6.7518,High
5.0259,1.5832,1.8537,0.8717,0.4949,0.2374,17.0507,0.9603,6.9447,2.7951,0.02,6.7109,High
5.1516,1.0556,2.69,0.684,0.4108,0.3465,11.569,1.0973,11.2726,2.5191,0.0775,5.3936,Low
6.2913,1.364,2.6075,0.8066,0.2115,0.4679,15.5095,0.6099,10.4678,2.4137,0.0587,6.2524,Medium
7.4771,1.0465,2.8021,0.5861,0.4213,0.3029,15.4021,0.5363,11.6853,1.1829,0.002,4.6994,High
4.5952,1.4343,3.2596,0.996,0.2128,0.1616,13.1446,0.7291,11.4451,1.7404,0.0769,6.604,Medium
7.5195,1.0509,1.8179,0.1987,0.3578,0.2399,11.8855,0.6451,8.7514,1.9889,0.0681,4.5653,Low
7.4963,1.9978,1.6118,0.8581,0.4204,0.1924,10.9844,1.1856,7.9603,2.6773,0.0005,4.5631,Low
5.8045,1.6591,1.8869,0.1039,0.4734,0.3843,19.5803,1.0951,8.7394,1.4466,0.0145,6.9219,High
5.1833,1.0012,1.6799,0.2962,0.3479,0.3535,15.9347,0.5114,12.2878,1.3089,0.0666,6.1698,Medium
7.1912,1.974,1.8702,0.1353,0.0665,0.4037,15.5237,1.0486,11.975,2.7688,0.0886,6.865,High
5.9379,1.6704,1.3108,0.645,0.4297,0.1837,14.2779,0.8492,13.3122,2.4285,0.077,6.5372,Medium
5.1777,1.4421,1.4336,0.5961,0.4335,0.2465,10.0879,0.9296,13.8227,2.4837,0.0651,6.8266,Low
7.8452,1.5695,3.3627,0.7262,0.1183,0.3774,19.6872,0.85,13.7776,2.9749,0.0339,5.7376,High
6.4466,1.0439,2.1908,0.8747,0.4026,0.1265,15.2427,0.5261,12.8615,2.8352,0.0267,6.6633,High
6.3754,1.9317,1.6137,0.1802,0.283,0.3204,14.334,1.1783,9.2164,1.8929,0.0059,4.6315,Medium
5.6942,1.4059,3.0936,0.1211,0.4826,0.4167,18.9488,0.9535,7.8396,1.8039,0.0447,5.0313,High
7.7904,1.1749,3.3135,0.9551,0.399,0.135,15.5837,0.748,13.2022,1.2556,0.0452,6.2211,High
6.5837,1.261,2.0586,0.24,0.4481,0.3339,18.9027,0.68,11.34,1.0449,0.029,5.5835,High
5.2391,1.2404,1.897,0.9232,0.3089,0.3953,14.9012,0.5203,5.642,1.8449,0.0719,5.146,Low
4.1794,1.9063,2.3467,0.2517,0.2533,0.498,13.0509,0.6887,6.1801,1.9929,0.009,6.7981,Medium
5.5256,1.1564,1.4605,0.7588,0.4974,0.2798,11.7184,0.5489,9.8133,2.2906,0.0603,5.3746,Low
6.8616,1.2593,3.4465,0.2657,0.4519,0.2462,19.9941,1.0627,11.0404,2.5766,0.0897,7.4928,High
6.9672,1.9309,1.4138,0.2299,0.2937,0.3458,14.8018,0.9193,6.8038,1.6991,0.0659,5.7982,Low
6.3085,1.1461,2.0689,0.6419,0.2169,0.1821,12.2683,0.8318,7.1643,1.1239,0.0874,6.8372,Low
4.7701,1.809,3.3146,0.905,0.4253,0.3334,11.1315,0.7364,7.8105,1.1267,0.0974,4.9487,Low
6.7018,1.2015,1.865,0.5587,0.1209,0.1084,13.2709,1.0771,5.1538,0.7736,0.0807,5.4176,Low
6.9558,1.5766,1.362,0.823,0.1884,0.4087,16.4757,0.685,7.1237,0.8273,0.0242,4.9735,Medium
5.6776,1.3316,1.4839,0.3048,0.193,0.1111,18.307,1.1074,6.0623,2.562,0.0619,5.3738,Medium
4.9188,1.3228,2.1553,0.6306,0.4559,0.4219,13.5922,1.0376,13.3266,1.8059,0.0297,7.3293,Medium
7.3757,1.6883,3.1646,0.2319,0.1531,0.1328,19.2474,0.7313,14.2915,1.7057,0.0723,6.7576,High
