Sample_ID,Moisture,Ash,Volatile_Oil,Acid_Insoluble_Ash,Chromium,Coumarin,Fiber,Density,Oil_Content,Resin,Pesticide_Level,PH_Value,Quality_Label
SMP_12166,4.2333,1.7266,1.9215,0.5527,0.2462,0.3290,18.8999,0.6235,12.8759,2.8985,0.0681,6.7175,High
SMP_00796,4.7470,1.3460,1.8700,0.5222,0.2004,0.1430,11.4563,0.5235,9.7025,2.8862,0.0116,7.3388,Low
SMP_07342,5.1710,1.1953,3.1753,0.2332,0.2912,0.2102,15.0726,0.6172,12.5758,2.1078,0.0044,7.3427,High
SMP_10784,5.3022,1.0120,1.2074,0.8668,0.1056,0.2991,13.4693,0.6419,6.2488,2.0974,0.0876,6.3041,Low
SMP_06689,4.9023,1.3918,3.1703,0.1635,0.1834,0.3250,18.7449,0.6989,8.4875,2.4949,0.0373,7.0547,High
SMP_03388,6.0581,1.6465,1.3226,0.9361,0.1952,0.3828,19.5463,0.8561,10.0754,0.7932,0.0391,7.0574,High
SMP_07303,6.8472,1.9665,1.8413,0.4877,0.1788,0.1067,13.4743,0.5502,13.5840,2.2891,0.0305,5.4839,Low
SMP_00634,4.8377,1.0118,3.4936,0.3530,0.3507,0.1707,15.8023,1.1329,8.2019,2.1757,0.0188,6.3744,Medium
SMP_00564,7.3475,1.5724,3.4981,0.3582,0.1763,0.1639,11.6407,0.6997,12.9285,2.7644,0.0976,5.1969,Low
SMP_11889,4.6349,1.5181,1.6944,0.3152,0.3758,0.3239,17.4319,0.8137,5.7747,1.7313,0.0596,6.8302,High
SMP_04415,6.5500,1.6683,2.7861,0.5552,0.3087,0.1034,11.6661,0.8490,12.4560,2.5224,0.0729,5.9593,Low
SMP_03107,7.4535,1.8462,1.8695,0.4132,0.4715,0.1104,15.8030,0.9182,12.8789,2.8794,0.0356,5.8136,Medium
SMP_08269,6.8654,1.3526,1.7593,0.4357,0.3091,0.1459,16.9826,0.8117,6.5984,1.7735,0.0575,5.5389,Medium
SMP_14398,5.9864,1.0854,1.8727,0.6826,0.3984,0.2143,15.3262,0.7427,14.9841,2.4806,0.0815,7.2249,High
SMP_01412,4.6553,1.0402,1.4169,0.5080,0.1613,0.2036,18.7558,0.8606,12.2926,0.5893,0.0366,5.9376,Medium
SMP_05021,6.8486,1.5305,2.5024,0.7590,0.1748,0.2606,16.0681,0.5677,13.3306,1.3587,0.0659,7.4867,High
SMP_08009,6.5837,1.2610,2.0586,0.2400,0.4481,0.3339,18.9027,0.6800,11.3400,1.0449,0.0290,5.5835,High
SMP_06097,5.0117,1.0381,1.5074,0.7817,0.4408,0.2395,11.5239,1.1010,7.1465,1.1047,0.0093,7.2310,Low
SMP_04862,4.8171,1.5275,1.4774,0.4306,0.4125,0.3635,14.7795,0.6586,7.8217,2.9456,0.0343,6.3484,Medium
SMP_04360,4.4226,1.3477,1.7700,0.4234,0.1983,0.4077,11.7173,1.0921,13.5827,1.7274,0.0107,6.2263,Low
SMP_13650,4.1679,1.6444,2.2458,0.5000,0.0841,0.2529,14.6540,0.7117,12.7880,1.0137,0.0375,6.0444,Medium
SMP_11697,7.6030,1.4871,2.8438,0.8590,0.2438,0.4355,18.8683,0.5074,9.3731,2.8898,0.0055,5.8222,High
SMP_14967,6.9759,1.8222,1.8554,0.2548,0.1872,0.2547,19.3010,0.5447,13.4592,1.8255,0.0105,5.1274,High
SMP_09626,7.6553,1.4413,2.8908,0.6182,0.4446,0.4723,18.3607,1.1463,7.4987,1.2230,0.0587,6.9016,High
SMP_07235,4.5220,1.6103,2.2419,0.2518,0.0533,0.1677,17.4964,0.5656,9.0245,1.0970,0.0550,6.0347,Medium
SMP_06106,7.3356,1.7351,3.3900,0.9555,0.4003,0.3864,13.0528,0.5639,5.9287,2.3407,0.0029,6.9493,Medium
SMP_06139,5.3277,1.6276,3.4722,0.8667,0.4007,0.2758,14.5127,0.8399,11.9044,0.8609,0.0862,4.5543,Medium
SMP_11663,4.8160,1.7817,2.7626,0.5549,0.3006,0.1225,17.1052,1.0225,11.6652,1.6168,0.0025,6.4445,High
SMP_12023,5.8944,1.1978,2.8254,0.8925,0.3747,0.2093,10.2848,0.5984,11.7552,2.4038,0.0490,4.5797,Low
SMP_12651,5.3914,1.8489,1.5833,0.7207,0.2525,0.3039,13.6865,1.0498,5.0479,0.9454,0.0359,5.1232,Low
SMP_11132,4.2139,1.8275,1.7301,0.9792,0.3799,0.2179,19.5167,0.5424,10.0011,0.9080,0.0925,4.5981,High
SMP_02956,5.3890,1.4899,3.4371,0.7873,0.4333,0.3023,15.2613,0.6431,12.2105,1.5540,0.0743,5.7272,Medium
SMP_06282,5.9659,1.0339,1.3312,0.5110,0.0697,0.1254,11.2551,0.6826,12.4933,0.6200,0.0984,5.3215,Low
SMP_04607,4.6244,1.4750,2.9037,0.5001,0.3010,0.3807,13.8898,0.7473,5.8575,1.9557,0.0707,6.2438,Low
SMP_06537,7.6610,1.1694,2.6905,0.4796,0.3476,0.1631,13.9366,0.5751,14.6878,1.0350,0.0994,5.7555,Medium
SMP_00408,4.4395,1.8837,1.8574,0.7155,0.0615,0.3761,13.1611,0.5391,11.0982,1.1021,0.0387,4.7418,Low
SMP_09001,5.3186,1.3937,3.1685,0.8414,0.4646,0.4355,11.2934,0.7312,7.9255,1.4475,0.0293,6.8546,Medium
SMP_13827,4.5568,1.4415,2.5444,0.6354,0.3849,0.3601,17.9326,1.1252,10.9057,2.9117,0.0253,6.7691,High
SMP_03046,4.6355,1.7721,2.8984,0.2273,0.0640,0.3742,18.5529,1.0279,7.0280,1.9595,0.0758,5.2675,Medium
SMP_06809,4.5018,1.6244,1.2838,0.9304,0.4800,0.2999,19.5990,1.0364,11.9594,1.9519,0.0407,7.3914,High
SMP_07650,6.7497,1.9413,1.8824,0.4874,0.2074,0.1252,10.5497,1.0330,7.8486,1.7179,0.0979,4.5530,Low
SMP_13694,6.2326,1.6299,1.3788,0.7814,0.2023,0.3413,13.9876,0.6256,6.3567,1.4822,0.0008,7.3918,Medium
SMP_12844,6.5255,1.5421,3.3593,0.2337,0.4755,0.3204,11.4454,0.8057,12.6039,0.7302,0.0921,5.1992,Low
SMP_05921,5.7633,1.1790,1.2908,0.2642,0.1447,0.1522,17.9156,0.8341,10.3977,1.4367,0.0211,4.7818,High
SMP_04654,7.2406,1.4524,1.2897,0.1347,0.2001,0.1594,17.4505,0.6952,13.7746,2.0434,0.0394,6.3302,High
SMP_02406,5.1339,1.0857,1.6706,0.3891,0.2965,0.4096,13.9571,1.1614,13.2735,2.9621,0.0877,6.3502,Medium
SMP_09535,4.1751,1.7265,1.9080,0.6883,0.2988,0.4920,17.1268,1.1879,8.0022,1.3292,0.0511,5.9897,Medium
SMP_02877,6.7583,1.3866,3.1209,0.9646,0.3063,0.2827,18.4289,0.5170,6.2902,2.6142,0.0733,5.7485,High
SMP_09297,5.9608,1.6794,1.0480,0.5876,0.3740,0.4987,11.0522,0.5082,7.9070,1.3220,0.0809,5.2548,Low
SMP_07815,5.8350,1.0279,1.9086,0.4629,0.1776,0.2184,11.9893,1.1697,10.2945,1.8420,0.0426,6.3508,Low
SMP_05703,4.6009,1.6262,3.4899,0.3659,0.3357,0.4627,18.9955,0.7251,5.9393,2.1151,0.0947,6.0240,High
SMP_10714,5.1785,1.6300,1.9175,0.8814,0.1858,0.4961,16.6265,0.7491,10.8597,1.4042,0.0516,6.0778,Medium
SMP_00684,6.7093,1.2896,2.4430,0.1594,0.1361,0.2630,19.3695,0.7641,11.6408,1.1378,0.0128,4.6757,High
SMP_04748,5.5802,1.0274,2.5544,0.7901,0.4056,0.3499,13.4128,0.5159,13.9578,1.5727,0.0602,5.0837,Low
SMP_01079,6.2322,1.0567,1.4248,0.3568,0.1772,0.3694,10.1835,1.0290,7.6535,1.2751,0.0528,5.1478,Low
SMP_14199,4.3459,1.6266,1.9710,0.1835,0.0605,0.4377,18.3208,1.1326,13.9288,2.9387,0.0293,5.5167,Medium
SMP_09346,7.3122,1.5732,1.9005,0.4765,0.3970,0.2265,17.1661,0.7920,13.1584,1.0294,0.0309,5.9925,High
SMP_13905,6.3759,1.1636,1.3772,0.6922,0.4256,0.4950,12.8392,1.1398,12.3358,0.5689,0.0293,5.8380,Low
SMP_03707,6.4024,1.1242,2.5458,0.9117,0.0887,0.2357,15.0902,0.9803,5.8964,2.6821,0.0041,7.0731,High
SMP_13992,6.9071,1.5457,1.6728,0.3911,0.1317,0.3124,10.1667,1.0536,11.8961,1.4543,0.0232,5.9914,Low
SMP_12167,5.5364,1.5096,2.8425,0.5834,0.0641,0.3510,19.5445,0.9965,13.9250,1.0286,0.0514,5.8013,High
SMP_13080,5.3261,1.7077,2.7009,0.9879,0.0675,0.3960,15.5349,1.0721,5.1490,2.3145,0.0226,6.0416,Medium
SMP_00748,6.2273,1.6616,2.4798,0.7627,0.3072,0.1268,11.1645,0.9176,7.7498,0.6992,0.0430,6.1630,Low
SMP_04408,7.0851,1.0356,2.3438,0.4190,0.3628,0.2136,17.4373,0.9216,12.8968,2.9610,0.0909,6.2799,High
SMP_07682,4.7830,1.3832,2.3852,0.8843,0.2965,0.2966,12.5971,0.8498,8.1872,1.9112,0.0809,7.3372,Low
SMP_12692,4.5724,1.5803,2.9106,0.1247,0.1675,0.2843,16.8262,0.7255,10.2689,1.5264,0.0522,6.5337,High
SMP_07714,6.4530,1.7009,1.6969,0.2815,0.3375,0.1901,13.9535,0.8449,14.3270,2.9439,0.0248,4.8960,Medium
SMP_04820,4.7516,1.5116,3.1708,0.4186,0.4269,0.2702,18.5300,0.6943,9.7190,1.1969,0.0216,5.7635,High
SMP_00591,5.3425,1.7652,2.0820,0.5358,0.3417,0.1074,16.5400,0.9331,8.0985,0.7145,0.0091,7.2697,High
SMP_06827,7.8148,1.0864,3.1532,0.1453,0.2021,0.3222,13.5639,1.1701,10.0438,2.3346,0.0703,7.0053,High
SMP_02021,5.8218,1.4684,2.0269,0.3097,0.2240,0.3112,15.2803,1.0333,8.5880,2.2920,0.0579,7.3856,Medium
SMP_06182,4.4107,1.9174,3.2587,0.4087,0.0630,0.3653,13.4472,0.6342,6.0857,0.9901,0.0238,6.8875,Medium
SMP_11080,6.6773,1.4556,3.4588,0.1889,0.2781,0.4584,14.3964,0.9292,9.1056,2.8916,0.0977,5.0639,Medium
SMP_06851,6.0614,1.8261,3.0573,0.6275,0.2210,0.3232,18.4969,0.6532,6.2249,1.9551,0.0575,5.3795,Medium
SMP_08904,4.0952,1.2132,2.8676,0.5775,0.3142,0.4242,16.6948,0.7940,14.7402,1.1045,0.0340,6.5029,High
SMP_07108,6.2572,1.6628,1.7323,0.7845,0.4746,0.2937,11.2098,0.9339,8.4142,1.5478,0.0152,6.3774,Low
SMP_06432,4.8211,1.8800,1.1800,0.7145,0.4239,0.4329,16.5530,0.6757,10.3167,2.0739,0.0890,4.9791,Medium
SMP_11981,4.4940,1.3957,1.9584,0.3875,0.4785,0.3607,13.9442,0.5822,6.0186,2.2438,0.0172,6.5526,Medium
SMP_02450,6.1529,1.9329,1.5966,0.3793,0.1923,0.4224,10.9905,0.8190,9.2759,0.6829,0.0411,6.0402,Low
SMP_01945,6.5240,1.4183,1.9908,0.7213,0.3831,0.3041,19.6927,1.1690,9.1243,2.5516,0.0544,6.0353,High
SMP_11357,7.8540,1.9617,3.3825,0.8757,0.2900,0.3695,10.2321,0.5200,13.7188,1.4171,0.0375,5.0747,Low
SMP_05986,4.6720,1.2730,1.4855,0.6881,0.1134,0.4171,12.5044,0.6789,7.8113,2.3660,0.0925,7.2226,Low
SMP_09469,6.8705,1.4970,1.6195,0.7993,0.1225,0.1249,17.6312,0.7582,7.1217,2.4174,0.0868,4.8165,Medium
SMP_13087,4.1650,1.2192,1.3588,0.2778,0.0900,0.2213,18.2693,0.8790,10.5907,1.6061,0.0724,7.2298,High
SMP_00474,6.3192,1.1666,2.7806,0.2584,0.1560,0.2978,19.1484,0.6483,6.4425,2.3975,0.0501,7.2354,High
SMP_02596,4.3793,1.6317,3.1977,0.2605,0.3820,0.1102,19.2621,1.1881,8.5419,0.7677,0.0659,4.5896,High
SMP_11718,6.4427,1.3026,1.4076,0.3219,0.2907,0.3989,18.7372,1.1279,10.7409,2.6612,0.0262,5.8247,High
SMP_03903,7.0479,1.6490,2.5993,0.9038,0.1551,0.2474,10.8307,1.0083,13.4387,1.5146,0.0357,6.4760,Medium
SMP_06215,5.2711,1.6243,3.2143,0.1624,0.3689,0.3864,17.9404,0.6884,9.1653,1.0993,0.0309,7.4056,High
SMP_08998,7.7760,1.3268,1.8473,0.3154,0.2441,0.2892,15.7187,0.9819,11.1781,0.7474,0.0633,5.0782,Medium
SMP_09394,5.8411,1.8129,1.3826,0.2085,0.1605,0.1334,13.6454,0.9262,9.7211,2.3009,0.0121,5.5210,Low
SMP_12642,5.6339,1.7216,1.0455,0.4472,0.2338,0.4325,12.7285,0.6499,9.6237,1.0672,0.0176,5.9223,Low
SMP_13871,5.2680,1.2012,2.2032,0.5759,0.4887,0.2961,17.0184,0.8591,13.9894,1.3309,0.0690,5.4176,Medium
SMP_11062,5.1228,1.8642,3.1886,0.8423,0.2866,0.4398,13.1530,0.7442,11.4815,0.5683,0.0652,5.4615,Low
SMP_08178,7.2886,1.0227,2.0670,0.8931,0.0884,0.1830,19.6063,1.1713,8.8455,2.3807,0.0626,5.9791,High
SMP_11020,4.2135,1.7252,2.0356,0.3997,0.4529,0.4104,10.2052,1.0151,5.0828,0.6184,0.0255,7.4425,Low
SMP_09055,4.3840,1.6020,2.9483,0.8653,0.0831,0.3259,19.8721,1.0287,10.8978,0.5746,0.0063,4.6597,High
SMP_02096,4.4812,1.6171,2.5016,0.8739,0.0515,0.1760,12.1969,1.1650,6.5370,0.5925,0.0535,6.0857,Low
SMP_05100,4.7850,1.1644,1.5214,0.3036,0.3533,0.3555,11.2934,1.0071,8.4906,1.6437,0.0125,6.6259,Low
SMP_02928,5.1145,1.8014,2.7965,0.6218,0.3327,0.1377,18.5618,1.0390,10.9050,2.7965,0.0169,6.5600,High
SMP_00587,6.3432,1.5868,2.1144,0.8526,0.1693,0.2795,15.3770,0.9646,12.8398,1.4871,0.0647,4.9519,Medium
SMP_05386,6.5936,1.9564,1.7615,0.8615,0.3734,0.4277,17.1077,0.8363,11.8658,2.8303,0.0418,7.3553,High
SMP_11656,5.8236,1.4502,1.5852,0.6161,0.3270,0.1345,16.5773,1.1043,8.9810,0.5289,0.0511,4.5635,Medium
SMP_01845,6.0028,1.3979,3.0999,0.1787,0.2377,0.2503,13.4986,0.7154,7.1008,0.9323,0.0641,7.2582,Medium
SMP_11606,7.0260,1.9209,1.0196,0.3893,0.3120,0.3060,15.4555,0.9833,13.0688,1.2008,0.0750,4.7296,Medium
SMP_14723,7.8494,1.1814,2.7933,0.2759,0.1541,0.1456,19.1848,1.1328,6.3872,2.2034,0.0613,5.1727,High
SMP_12695,5.7385,1.7082,2.1289,0.2944,0.3846,0.4190,17.5130,0.8913,11.3217,2.1733,0.0922,4.9738,Medium
SMP_14701,7.9168,1.0228,1.0871,0.7115,0.2539,0.1697,10.1450,1.0655,14.7616,2.1852,0.0822,5.1750,Low
SMP_04639,4.3604,1.3228,3.4172,0.5376,0.2635,0.3517,14.8445,0.7489,6.3953,2.0758,0.0749,7.2694,Medium
SMP_02237,5.5352,1.6311,2.9478,0.4534,0.1229,0.2736,17.7189,1.0466,7.3054,0.9375,0.0921,4.6320,High
SMP_10364,5.8499,1.2628,2.3475,0.9182,0.3961,0.3232,17.2971,1.0523,12.2296,2.6516,0.0777,6.9833,High
SMP_07223,6.8192,1.0107,1.4976,0.2996,0.1628,0.1385,18.0661,0.7390,12.7559,2.8289,0.0314,5.8614,High
SMP_05108,5.5154,1.6322,2.6285,0.6947,0.1741,0.4766,12.1345,0.7620,7.8370,2.8279,0.0829,6.9339,Medium
SMP_10495,4.3401,1.2321,2.0185,0.8303,0.2258,0.1507,10.3100,0.8904,7.3129,1.4025,0.0242,5.7165,Low
SMP_08299,4.3242,1.6013,2.6549,0.6242,0.2705,0.1853,15.3863,0.5253,10.6675,1.7228,0.0953,5.4599,Low
SMP_11814,5.1448,1.9361,3.4372,0.9819,0.2459,0.3422,18.2169,0.6065,8.8196,1.2670,0.0488,6.8928,High
SMP_14170,6.3387,1.5344,1.9220,0.5758,0.2389,0.3776,18.7307,0.8854,11.3456,2.4679,0.0780,6.9734,High
SMP_14942,7.8756,1.2333,2.0416,0.6744,0.2947,0.1638,10.9990,0.7975,9.4002,0.7407,0.0226,5.8193,Low
SMP_10237,6.3463,1.9334,1.5697,0.3077,0.2807,0.3303,19.3686,0.7262,9.2769,1.3923,0.0734,5.5675,High
SMP_09954,7.7013,1.8020,1.1438,0.7416,0.3775,0.4114,16.5737,0.5466,11.5266,1.0377,0.0594,6.5357,High
SMP_04829,4.6606,1.6007,1.9950,0.5575,0.3064,0.1240,19.2403,1.0503,9.4246,1.8687,0.0033,5.9939,High
SMP_05816,4.7563,1.9771,2.3008,0.9494,0.3712,0.1161,15.3900,1.1249,5.5179,2.6669,0.0614,4.6336,Medium
SMP_11318,5.3854,1.7447,2.5047,0.4598,0.0850,0.4809,18.5402,0.5529,12.5252,0.9165,0.0964,4.6996,High
SMP_04792,7.4361,1.3436,1.7171,0.5422,0.1289,0.1816,17.8315,0.8481,7.0635,0.5789,0.0467,6.7279,High
SMP_09989,6.9710,1.3366,1.6403,0.9527,0.2159,0.2678,16.0879,0.7758,13.2608,1.6199,0.0386,6.2170,Medium
SMP_06919,7.2817,1.3348,2.8249,0.4524,0.2433,0.4494,12.0519,0.7077,14.3051,2.2490,0.0065,4.8649,Medium
SMP_00994,7.4963,1.9978,1.6118,0.8581,0.4204,0.1924,10.9844,1.1856,7.9603,2.6773,0.0005,4.5631,Low
SMP_03996,5.9480,1.0369,2.5008,0.3237,0.3192,0.3457,18.0923,0.6610,9.6347,2.9048,0.0728,7.4261,High
SMP_04960,7.2675,1.2670,1.3559,0.4690,0.4918,0.1045,15.0400,0.9686,13.0673,2.3655,0.0075,5.8857,Medium
SMP_03188,6.9827,1.7800,2.9426,0.9722,0.4480,0.2992,14.1494,1.1411,11.1123,1.2360,0.0565,7.4765,High
SMP_01922,6.3423,1.6887,1.3504,0.4226,0.4575,0.3269,12.1700,0.5860,10.1823,1.8693,0.0335,6.3913,Low
SMP_06348,5.1075,1.0960,3.1274,0.2521,0.0641,0.2610,12.5415,0.6543,6.7232,2.3730,0.0784,4.6392,Low
SMP_06135,5.0046,1.4979,1.9598,0.7180,0.2702,0.2207,19.1036,1.1714,13.0191,1.9519,0.0885,6.3051,High
SMP_12271,7.0694,1.7754,1.3176,0.8212,0.1072,0.4188,13.2248,0.5414,14.3897,2.1849,0.0440,4.8875,Medium
SMP_04827,6.4209,1.9891,1.5783,0.4560,0.2576,0.4447,14.1457,1.0406,6.5695,1.5245,0.0155,7.3491,Medium
SMP_00812,5.8787,1.7830,2.8657,0.6442,0.3589,0.1074,13.1178,0.9465,5.0935,0.5825,0.0852,6.5521,Low
SMP_10585,4.1321,1.6029,2.8820,0.2135,0.3933,0.2040,16.7773,0.9685,10.6570,1.0569,0.0275,5.9186,Medium
SMP_07029,6.8668,1.5625,1.6804,0.3649,0.3836,0.1023,16.5274,0.6738,11.7300,0.9674,0.0377,6.7615,High
SMP_06073,4.9104,1.1423,3.3609,0.2125,0.4691,0.2305,18.2156,1.1650,10.1926,2.4255,0.0267,5.6489,High
SMP_08331,7.6783,1.8080,1.4127,0.5417,0.4813,0.2643,14.4809,0.7391,9.9227,1.9915,0.0090,4.7776,Medium
SMP_14822,5.0802,1.5019,2.7850,0.9969,0.4852,0.2510,16.7504,1.1524,12.6936,1.9642,0.0430,6.9471,High
SMP_07530,5.9016,1.3602,3.0352,0.7750,0.2160,0.2678,18.9319,1.0129,11.8999,2.2793,0.0103,6.1906,High
SMP_14084,6.3012,1.7526,1.6157,0.6793,0.2143,0.3830,15.9722,0.5102,12.6887,2.1500,0.0865,6.6868,High
SMP_06960,6.9247,1.0728,2.3701,0.8021,0.2540,0.2507,19.3948,0.5205,6.0598,2.6759,0.0887,5.6182,High
SMP_07924,6.7991,1.5501,2.8331,0.3517,0.0988,0.2720,14.2670,1.0314,6.2214,2.8652,0.0056,5.4389,Low
SMP_07540,4.2968,1.6017,2.5548,0.4878,0.3923,0.4508,17.5054,0.8811,14.3570,1.4556,0.0655,6.2258,High
SMP_09951,6.5141,1.8205,1.3652,0.1532,0.0881,0.4872,10.8919,1.1466,14.7527,0.6787,0.0537,6.5949,Low
SMP_13824,6.5017,1.5245,3.0791,0.1042,0.2265,0.4280,15.4833,1.1921,14.7973,2.8978,0.0981,6.1111,Medium
SMP_04058,6.9597,1.8442,2.1909,0.1861,0.3770,0.2027,13.8830,0.9922,14.0479,1.7157,0.0962,6.0598,Medium
SMP_01663,5.7434,1.5367,1.6989,0.2468,0.2670,0.2855,15.2193,1.1670,11.0390,2.0145,0.0129,7.4895,Medium
SMP_14814,7.1933,1.4822,1.1651,0.9916,0.4320,0.3944,13.8210,0.9254,13.3628,1.4285,0.0005,4.9070,Medium
SMP_05853,6.6316,1.2750,2.1144,0.5422,0.4286,0.4276,10.0235,0.7898,11.5610,2.6310,0.0049,6.3848,Low
SMP_05059,4.3998,1.6133,1.9004,0.5918,0.0899,0.3353,17.7755,1.1908,8.2028,0.8879,0.0366,4.5580,High
SMP_11931,5.0247,1.2965,3.2623,0.7674,0.2099,0.3885,10.2595,0.7480,6.4257,1.2261,0.0565,6.4333,Low
SMP_08952,6.9813,1.6979,2.5021,0.1969,0.0816,0.1660,16.2131,0.8654,10.4657,1.4641,0.0823,6.7265,High
SMP_08939,7.8321,1.4485,1.8654,0.9455,0.2197,0.2463,15.5638,1.0947,8.3012,2.5738,0.0163,5.0178,Medium
SMP_13766,6.2603,1.5409,3.4740,0.2942,0.4088,0.4465,10.7936,0.5105,6.3778,0.6864,0.0915,4.7298,Low
SMP_03496,6.4208,1.5782,2.7324,0.9702,0.2258,0.3227,16.9908,0.9147,8.8676,2.0602,0.0651,6.2550,High
SMP_11902,4.2130,1.2180,1.6299,0.1229,0.4635,0.3508,18.1210,0.9107,13.5731,2.0679,0.0083,4.5880,High
SMP_09773,5.4124,1.7741,2.4967,0.9259,0.2682,0.3429,15.7515,0.9046,12.1434,0.7624,0.0604,5.7551,Medium
SMP_12018,7.5579,1.9003,3.1988,0.2071,0.2754,0.2818,14.2138,0.7659,13.5884,2.4797,0.0188,6.8492,High
SMP_02309,7.7333,1.6382,1.0675,0.6962,0.2513,0.4891,18.1907,0.6200,12.2012,1.7140,0.0188,6.5963,High
SMP_07517,4.2858,1.5618,3.1473,0.6061,0.4083,0.4572,10.7689,0.9125,13.3276,2.1089,0.0592,6.8643,Low
SMP_06352,6.7568,1.0065,2.7551,0.8798,0.1018,0.4022,18.2324,0.6934,12.1211,0.7419,0.0650,6.0310,High
SMP_01656,6.9346,1.9336,1.5227,0.9952,0.3981,0.3907,13.6110,0.8821,11.5392,2.0509,0.0705,4.7472,Medium
SMP_05847,7.4668,1.9658,3.0750,0.2154,0.4348,0.3078,12.4142,0.5653,7.7851,0.8436,0.0026,7.4633,Medium
SMP_13398,5.3143,1.7017,3.1788,0.4225,0.1596,0.1654,14.8525,0.8129,9.9672,1.1588,0.0470,5.5535,Medium
SMP_08695,5.9846,1.9268,3.1131,0.8721,0.1250,0.4604,13.9374,0.8814,11.1432,1.5755,0.0344,5.2441,Medium
SMP_08571,7.1092,1.0920,1.7902,0.3685,0.2563,0.2613,12.6105,1.0726,14.0672,2.4378,0.0701,6.2668,Low
SMP_05334,6.7018,1.2015,1.8650,0.5587,0.1209,0.1084,13.2709,1.0771,5.1538,0.7736,0.0807,5.4176,Low
SMP_06959,4.6765,1.5091,1.5901,0.1155,0.2951,0.2442,12.3889,0.6206,9.5370,2.6741,0.0759,4.5139,Low
SMP_13911,5.3680,1.0550,1.9303,0.2656,0.0907,0.2036,12.3163,0.5978,6.3108,2.2978,0.0996,4.6144,Low
SMP_14019,5.2320,1.1834,1.8689,0.7389,0.1921,0.3910,14.1943,0.9997,13.8552,0.5911,0.0354,5.6275,Low
SMP_02955,6.2939,1.6907,1.5208,0.7473,0.3144,0.3450,13.0599,0.6087,11.2345,1.9656,0.0339,5.3877,Low
SMP_07976,5.2544,1.8715,2.4071,0.3792,0.2547,0.4469,14.0913,0.7991,8.3770,1.1512,0.0472,6.7098,Medium
SMP_14588,6.9088,1.1556,1.9669,0.3024,0.3290,0.3082,12.0756,0.5880,9.9306,1.7782,0.0140,5.8335,Low
SMP_11692,7.1447,1.5481,1.3439,0.2001,0.1705,0.4060,14.5153,0.6310,5.3898,1.4287,0.0236,7.3467,Medium
SMP_12375,4.9925,1.9645,1.6370,0.2417,0.4889,0.1331,13.5789,0.9429,14.5362,1.2245,0.0657,4.5728,Medium
SMP_04097,6.7303,1.4311,2.4895,0.9086,0.3437,0.4755,18.6637,0.5903,5.1166,1.4611,0.0866,5.1904,Medium
SMP_02127,6.4302,1.7019,1.5031,0.2669,0.4812,0.3359,13.9012,1.0611,10.2516,1.1042,0.0207,5.6906,Low
SMP_09051,5.8329,1.1575,2.7188,0.7374,0.4940,0.2515,17.2566,0.8477,6.6235,2.7802,0.0060,4.6265,High
SMP_13751,6.9874,1.3236,2.3976,0.6921,0.2851,0.1009,11.0829,0.5673,8.8569,1.5929,0.0325,6.2114,Low
SMP_08671,4.3702,1.3873,1.0733,0.5661,0.4749,0.1642,12.5541,0.9893,11.9052,1.9919,0.0242,4.6997,Low
SMP_10592,7.2472,1.5004,1.8888,0.2543,0.1514,0.4183,18.6395,1.1742,6.4653,1.7884,0.0918,5.1610,Medium
SMP_05555,7.8596,1.9515,1.8132,0.8109,0.4427,0.2859,12.2370,0.5909,6.4083,2.4924,0.0385,6.5806,Medium
SMP_03843,4.2715,1.4113,1.8034,0.6397,0.1518,0.1144,10.9589,0.6983,8.4833,2.5862,0.0271,4.5945,Low
SMP_08179,7.2558,1.6509,1.2277,0.8557,0.1735,0.3532,17.7545,1.1284,14.2526,2.8146,0.0658,6.3726,High
SMP_09791,5.7875,1.6545,2.2465,0.3346,0.3240,0.4040,10.0573,0.6405,14.9395,2.6479,0.0996,6.4194,Low
SMP_07631,7.6332,1.0944,3.2005,0.3735,0.2743,0.3572,16.4646,1.1860,5.3478,2.2596,0.0846,6.2650,Medium
SMP_04515,6.4278,1.0470,1.1631,0.3226,0.1375,0.2497,13.7129,0.5818,7.4651,0.5115,0.0351,6.8894,Medium
SMP_09549,6.8839,1.9406,2.1167,0.6675,0.2440,0.3096,15.0294,0.9875,11.5345,0.5197,0.0084,6.7817,High
SMP_00004,5.2185,1.0977,2.7106,0.4962,0.1050,0.2981,10.3439,1.1366,7.5878,2.1564,0.0312,6.0603,Low
SMP_14183,4.5012,1.9439,2.0722,0.4721,0.1037,0.4566,16.5443,1.1036,12.1032,1.6380,0.0462,7.0468,High
SMP_07483,4.3376,1.4694,1.3553,0.3988,0.1272,0.2241,19.4292,1.0274,6.3831,2.1723,0.0031,7.4509,High
SMP_09782,5.3694,1.3460,1.8332,0.9099,0.4753,0.4564,17.8856,0.6823,12.4065,1.2292,0.0377,4.9311,High
SMP_06028,4.7620,1.4269,2.2251,0.2371,0.1982,0.2781,12.6191,0.7478,7.7625,2.0321,0.0579,6.1551,Low
SMP_02184,6.4744,1.6095,3.3034,0.3240,0.1579,0.3053,17.5087,0.8131,11.3390,1.6314,0.0611,6.9668,High
SMP_14869,6.0713,1.6668,2.2728,0.7981,0.3950,0.4601,19.3961,0.6553,14.8519,1.9765,0.0704,6.5031,High
