Sample_ID,Moisture (%),Ash (%),Volatile_Oil (%),Acid_Insoluble_Ash (%),Chromium (mg/kg),Coumarin (mg/kg),Quality_Label
L012,12.766619013583275,7.371714201942316,0.6109469442041318,0.5150911952660963,0.0034994508765667175,0.0185503268313369,Low
M018,12.051306539889826,6.763654052721827,1.081097369090878,0.48126653127935054,0.002603958908788146,0.005153969562067146,Medium
H019,10.659143104480854,5.985271690326565,1.2129556797227838,0.2709218404152772,0.000997612462550769,0.004695349733906465,High
M002,12.342415370763575,6.253369809322948,1.1302694617320395,0.3213080794566967,0.0016007186428086,0.008967239409856055,Medium
H019,10.65649318501595,5.97888359001654,1.2066176964459088,0.2699714859408751,0.0009973726341893565,0.004680083344784412,High
H003,11.086848626542102,5.70664338403701,1.2117666459132788,0.36999253271718113,0.0012989797921344828,0.0028812005647184473,High
M011,11.63,6.91,1.14,0.32,0.0023,0.0106,Medium
H001,10.564821922875153,5.927404476409285,1.2389061274829831,0.2803623553489674,0.0018984110120423502,0.002114504580074878,High
H017,10.44963114114204,5.705217564586983,1.230517071550073,0.3491505463909862,0.0015054497023765895,0.0043615868126998004,High
H001,10.566858970355915,5.929949587968236,1.2430029109129863,0.2809366303745634,0.0019047346444564404,0.002115036474444429,High
M007,12.24075976778406,6.609083391045696,1.0595911904651332,0.45941457517180795,0.0016950546547163552,0.01176201764697209,Medium
H006,10.227018815020612,6.051947643496543,1.3971995987519783,0.3096045085981145,0.0013015707705232931,0.0026994220819834217,High
M013,11.180610887481215,6.145517077468328,1.0992122733180103,0.4792281919588054,0.0025191332003166762,0.008961789988217355,Medium
L011,12.58584068953083,7.373887791290755,0.6095215095579539,0.6272099101578629,0.002704815496544836,0.01489622501964849,Low
H017,10.45031359843137,5.706008950522914,1.2327242338715378,0.3479394833744048,0.0015005019016671574,0.004382641639049157,High
H012,11.452891922303058,5.618734938570604,1.4299680300007638,0.23923900409449028,0.001691938684389134,0.002504730280374473,High
M017,11.775928551084075,6.668101296254469,1.1399316663224899,0.4491559228732883,0.0019935282679562952,0.0069445831842252555,Medium
M011,11.637193164251526,6.911464015361051,1.1401198280800522,0.3174786790932917,0.0023026619071344736,0.0105792802123295,Medium
M013,11.189137857217338,6.1464165853265005,1.099260671505748,0.4790314857544598,0.002507785703534651,0.009004839104215049,Medium
M009,11.018235552899975,6.049259157518735,1.0117624092593087,0.409588358022467,0.0014986331795339553,0.01119846167983101,Medium
L010,13.731915793708744,7.015640608422636,0.7809365014558955,0.5775113928569059,0.0024914069417141683,0.016256007555553287,Low
H004,10.896510697167875,5.765918121077955,1.4698869825754386,0.2698684020978588,0.0010935149402948338,0.0035285912028011537,High
L018,13.38795509704385,7.246645151418933,0.6578755763402789,0.5493335761977262,0.0034139307837394253,0.015908025390444464,Low
M014,11.523085966478455,6.488147308077674,1.0521091323279386,0.42856613997956766,0.001805220163055157,0.00840729440704745,Medium
L010,13.726275797498966,7.004961551027922,0.7789021593686888,0.5804291722041797,0.0025062366180905776,0.016349617927593645,Low
M002,12.329697648114356,6.250992192767462,1.1289092491705457,0.320809586711989,0.0015834097217630825,0.009012326612087828,Medium
M015,12.396646691188856,6.99455228615764,1.128211188014668,0.3687071586124791,0.0025836698818991087,0.006381162322202266,Medium
L018,13.376743066396475,7.250252276220074,0.6623142015559321,0.5488441690076203,0.0033892350766105118,0.01585547983638539,Low
L008,13.946821047672502,7.294050126772488,0.764322159696086,0.5993077204807924,0.003195990822679699,0.010586773404667408,Low
H007,10.083511082412159,5.641549218697912,1.287079977678645,0.23135369449521734,0.0017068669108015137,0.003203591040935799,High
L013,13.665835072581944,7.404839815413533,0.8525598171358266,0.509726042336351,0.00199801189360411,0.016617034389274817,Low
L001,13.857064437469862,7.223582628895672,0.8684415770828517,0.5223344983978194,0.0030973551361285273,0.014905863758768826,Low
M006,11.629679418969308,6.03529299109106,1.1693590301508485,0.4288917327366727,0.0015110300098473413,0.006765075258486646,Medium
H013,11.241703545802185,5.543442229355376,1.4828297317037595,0.1978974964508704,0.0018001637393113951,0.0048200072059362544,High
L010,13.71,7.01,0.78,0.58,0.0025,0.0163,Low
H017,10.468589889929023,5.71144620014383,1.2316620251348838,0.3497536032874422,0.0015083332323268417,0.004385222573571268,High
M015,12.41277211645172,6.990762865771083,1.1318329675711722,0.36814284596020963,0.002596741470725814,0.006486658817981149,Medium
H019,10.647230810176138,5.971398713939187,1.2082300131581585,0.26916386420353605,0.0010077682844127438,0.004684669423978283,High
L003,13.799898171891979,6.89763465732853,0.7084187982747819,0.6582985375457386,0.0033015597468700787,0.011750891988580245,Low
M014,11.513691849133698,6.490779770007949,1.0504878342889858,0.4291503252749704,0.0017903903750477468,0.008388305701652306,Medium
L020,12.181027443337394,7.362471694830119,0.6300809738516652,0.5794735087922623,0.0022012292318078267,0.01578869810464636,Low
M012,11.32552182856355,6.244053818879209,1.0013639493857538,0.4805564251251921,0.002488720636848259,0.008494392475007096,Medium
L016,13.112276123194246,7.149632678836598,0.7596468174406757,0.7100571937153987,0.0020964077251641763,0.016420804910270405,Low
L014,12.647328280632061,7.437022084769716,0.7120346116970737,0.790596050908295,0.002180696645584713,0.011591995046869669,Low
H013,11.252306421794696,5.557004008621981,1.4779907254226778,0.1994838202227991,0.001806537878565432,0.004810748528338606,High
H016,10.28858526579827,6.074369134355479,1.4799285308953436,0.35050891250274185,0.0015012332452230847,0.004591070695672518,High
M012,11.330638548373052,6.238127565495642,1.000015191714218,0.47922802335900977,0.0024897667838320587,0.008476646918722094,Medium
M005,11.339303204789628,6.292069046218625,1.0201135758581603,0.34969823767164276,0.0023948510180713165,0.006983032436464851,Medium
M014,11.521375521720591,6.496635175049849,1.049287323327349,0.4310707269114762,0.0018057232758340045,0.008350760310793978,Medium
L015,12.353686764473462,7.161204748796004,0.6400076406214673,0.7482012730315352,0.002098701935725767,0.010809349527393444,Low
M017,11.779468457236083,6.662460698805866,1.1405821490701031,0.4497450138965763,0.00200735532243931,0.006999999519129739,Medium
L009,13.922893382378167,7.0557040009092,0.689150021375257,0.7411896942146048,0.002823823629767261,0.013828722114410408,Low
M015,12.403968427913252,6.999989671771837,1.1296103075076591,0.36911598822290664,0.002593627900765101,0.00640984853845233,Medium
H011,10.034569913076314,5.929284910881336,1.4907744701861647,0.35079345163958564,0.0010951024323873685,0.0028941593295280063,High
H018,10.788596116497516,5.575838685677172,1.261636630374208,0.20864577635866982,0.0013943274023482275,0.0025672769189031127,High
M002,12.340399983931714,6.24673031302113,1.1287330191076328,0.31964324836501407,0.0016048304145569203,0.008966836256363233,Medium
M014,11.498261552316606,6.502244145480181,1.0483608890529525,0.4319759150079422,0.00180118050815677,0.008329137432365939,Medium
L013,13.701503499892931,7.413301533840244,0.8523432608155849,0.5090121140165015,0.0019936024327696414,0.016622861086601534,Low
H012,11.44539426793941,5.616476069194781,1.427671590982378,0.24074268662319862,0.0016962769992822134,0.002494261634822264,High
H009,10.877052581090787,5.915132230453416,1.3618298767803418,0.20898910295368175,0.0019039932280035551,0.002705698599531886,High
L009,13.934996512915136,7.048903853794934,0.6911016001888586,0.7385585711695135,0.0028215052445903837,0.013712999744937542,Low
M012,11.322885562321664,6.239058531578112,0.999470906612031,0.4791833912570832,0.0025110077321784897,0.008488153104391286,Medium
L003,13.843121706052994,6.903245983319251,0.7106930869430109,0.6603893039670735,0.0032851146823766855,0.011761812958781393,Low
M017,11.78707764706761,6.672632505968386,1.1417562691381375,0.44928262099817484,0.001998197104904815,0.007067460290433223,Medium
H006,10.222638028508108,6.057662906041318,1.3992222582031832,0.3098952869360437,0.0013051616468442084,0.002705164501449327,High
M008,12.280737249017665,6.504618498410326,1.0406422259787698,0.4080399419054586,0.002482054748249816,0.0077855523576148035,Medium
M013,11.182100949698297,6.132374111915918,1.0994473711899166,0.4784512530911025,0.0025210663210161635,0.008960643964959564,Medium
L009,13.93615687388125,7.047055903082453,0.6905750837754507,0.7424908878848315,0.0028170870579114914,0.013694870900607654,Low
M006,11.643353431435239,6.035897749339977,1.1719185602595146,0.4299537904253774,0.0014857907094905887,0.006735441259772913,Medium
H018,10.791845871498012,5.567599999870647,1.2618717308082912,0.2118997140858734,0.0013966355991612536,0.0026053939446162755,High
H014,10.32791529128166,6.162399626964702,1.4733601786586163,0.35873848711864764,0.0016027761439870566,0.004402376921505348,High
L012,12.766747951960577,7.372566221687544,0.6088318953293201,0.5195207489299726,0.0034796337464044875,0.018549746811708682,Low
H013,11.245248039871505,5.553825621316924,1.4835579827346626,0.19949719310778924,0.001804090323538483,0.004824494125004811,High
L012,12.77,7.37,0.61,0.52,0.0035,0.0186,Low
M020,12.468365226529212,6.737103292525466,1.0308890582705414,0.46123449314842213,0.0028105424181692025,0.006165346715610955,Medium
M001,12.21449760569633,6.95992779331457,1.0709490145196474,0.37030254104621835,0.0024773384211374235,0.00956498040498584,Medium
H012,11.451015788101635,5.621625392755022,1.431681273431355,0.2400631793083462,0.0016997148098429147,0.0025218447598447623,High
M003,11.485743348475532,6.493853346992171,1.1312353123532977,0.4790988402263222,0.0017170151009550682,0.005671283821158007,Medium
L016,13.116278992301591,7.1466960271064615,0.7589734342250936,0.7065520236676167,0.002104336916862594,0.016360152969388544,Low
H006,10.234170924954208,6.047910153927477,1.3996936282721109,0.3110485511869535,0.0013003436703949041,0.002685261906251593,High
M017,11.779633447414035,6.6729903741817775,1.1400875652369016,0.44981883557243907,0.0020048453227107608,0.0069636493312439434,Medium
H006,10.241527845042462,6.0326695630179845,1.401548210303065,0.3090464681547826,0.0012967620893057138,0.0027150023599730342,High
H015,10.281440157254185,6.175848327191713,1.3818812520330992,0.3392049913997599,0.0017958223436186469,0.003902422861546701,High
H020,10.433850824793682,5.806905620752406,1.3005582657715202,0.2201924086945523,0.0011017723501978805,0.00355960072672911,High
M009,10.989278743299032,6.0550184836881495,1.0099607778149753,0.40843811140363057,0.0014914284390810325,0.011193622453173041,Medium
L015,12.344807241102082,7.1556481252542845,0.6430311974185986,0.7521568505821536,0.00209495296037904,0.010764770088899395,Low
M020,12.463066017528936,6.727896271602454,1.02915297115674,0.4591094174800412,0.002798210446799768,0.006181481322127715,Medium
L007,12.872316173694436,7.29004096967569,0.7405377065349849,0.6484485986659896,0.00309273287570272,0.016460570804331002,Low
M002,12.338711616218745,6.244818784261809,1.1302604848834703,0.31944491567230576,0.001601997858504103,0.008996835148763925,Medium
M009,11.004112550091376,6.0470165917667655,1.0092184205496841,0.4117399844130785,0.0015202629547156584,0.011220327563634967,Medium
L009,13.907392453071228,7.05336632072077,0.6891849620473088,0.7408243050681259,0.0027841276261405213,0.013706738956999842,Low
L007,12.868642672290528,7.28876850776082,0.7431127567996184,0.6467820981943632,0.003088674428707076,0.016364869504033566,Low
M012,11.32779797665346,6.238579276919402,0.9997700557109798,0.480079017791869,0.0024913369677567678,0.008456282306316473,Medium
L008,13.905854882915497,7.2929161140538055,0.7600756467097293,0.6021385447477953,0.0031889854310273784,0.010490341524883443,Low
L002,13.920503903530399,7.489034078766946,0.7025023714835313,0.6602450052742708,0.003409365481783899,0.01471906103276921,Low
M016,11.489504393621859,6.240654109453622,1.0288077866332532,0.3692364227993805,0.001895166458463275,0.010043706902061222,Medium
M003,11.499153116378745,6.498052951605987,1.129955944162118,0.4809923095293131,0.0016933930761444983,0.005736272244361492,Medium
L007,12.8644519148305,7.291097094966229,0.7410075021294866,0.6518436967742958,0.0031049710001494826,0.01634717060536427,Low
H019,10.640879225547831,5.9807954874322276,1.2102520109876294,0.26836779914869757,0.0009997261487379992,0.004724491277933614,High
L003,13.825280505117131,6.900594093776415,0.7110393456372075,0.6607422785344343,0.0032867945700079163,0.011675920994491856,Low
L013,13.71060248973442,7.405828172180438,0.8468787368944931,0.5107929152470272,0.0020112459455403006,0.01670107634089401,Low
L010,13.705198920836226,7.007463617840831,0.7783503876267278,0.5774687008196036,0.0025108534366946682,0.016362322173718826,Low
H019,10.645964229490053,5.980517752247118,1.207408557766651,0.26924400250152913,0.0009952267153923288,0.004697487677989802,High
H006,10.237921969074058,6.043940615719758,1.4019814451475665,0.3101864349329992,0.0012967365235608517,0.00269771044520522,High
H008,11.293693556202685,5.8568651327288315,1.3587475355361822,0.360732206783624,0.001609559780827213,0.004314670891824769,High
H017,10.452906053198731,5.706611982110966,1.2300292113551454,0.35065296120936734,0.0015035977948326183,0.004381261316289908,High
L003,13.83,6.9,0.71,0.66,0.0033,0.0117,Low
H003,11.102374722680606,5.707791821198356,1.2078901072662225,0.3694002266657361,0.0012962547451936923,0.0029077117736789615,High
H002,11.439328568664305,5.603880436573429,1.3517674400892445,0.2504256170838153,0.0015971286225049972,0.003891561523668292,High
L013,13.697364974001067,7.409678149878208,0.8492283314478271,0.5092773983044647,0.0020004657935934517,0.016621360965971308,Low
M008,12.311166407699783,6.496497897855862,1.040234368211988,0.40983174275351325,0.0024968182763535386,0.007736306592697966,Medium
H002,11.442489650436299,5.60190279668198,1.3493271656282984,0.24918012967752617,0.0016093533488748877,0.0038746661467162252,High
L005,12.01382727982413,7.410924351902332,0.7705082221378167,0.7165053950257996,0.00390175978816126,0.013968518122609986,Low
L009,13.924647173054215,7.047939215083705,0.691216864124779,0.7383304060103467,0.002814641376145598,0.013680388949102498,Low
M005,11.342199858162353,6.273019247709664,1.0206311107460357,0.35019732127384745,0.0024029512354176294,0.006850488159601821,Medium
H004,10.9,5.76,1.47,0.27,0.0011,0.0035,High
H019,10.658620371941934,5.981777961580488,1.2101285025428132,0.2685137717110261,0.0010022024907432037,0.004712288943913597,High
M020,12.475957679562933,6.7346530588509355,1.0290634341204954,0.4596339564744965,0.0027919697657706574,0.006223330729663448,Medium
L004,12.762351966091178,7.162622475168792,0.6328612724539279,0.6887640466022871,0.0026200427265876194,0.014295462076140351,Low
M019,11.5579962418068,6.235320847351196,1.1900706431332677,0.4781311055821602,0.0024803442025212014,0.00949953266541859,Medium
L009,13.97388406590118,7.055402518823544,0.6868333519380003,0.7383808262297256,0.0028053084831476272,0.01369259831413296,Low
L007,12.85576104482289,7.293536471710205,0.7388344928522347,0.6492114930182619,0.003089518426754624,0.01645164423299923,Low
M006,11.624207131214346,6.045890767718629,1.1697449945684892,0.4306975163276718,0.0015023838946063108,0.006677968576524429,Medium
H002,11.431365614153757,5.600421266916624,1.3471813159329824,0.24928526227037115,0.0016018221194181146,0.0038846679442164677,High
L010,13.709063719145266,7.0078894200853945,0.7777688171115918,0.5769633657616527,0.0024854506582692878,0.016250215768928062,Low
H015,10.25896288774342,6.181395248693594,1.3786184461486504,0.3386080638632223,0.001796819440797104,0.0038966493172553187,High
M015,12.396809958796622,6.985772935827372,1.1321053375814154,0.36935303964737815,0.0026149180278484717,0.006414303549552672,Medium
M010,11.77,6.28,1.12,0.35,0.0017,0.0094,Medium
H006,10.23,6.05,1.4,0.31,0.0013,0.0027,High
H006,10.234134195318989,6.046033809595649,1.3984930592352622,0.3106631890442825,0.0012959306962047452,0.0027048200594122556,High
M017,11.78414333960619,6.668204556463858,1.139694197649048,0.44905437358933914,0.0019769166123878978,0.007052966753148639,Medium
M014,11.517704874407825,6.500271328718425,1.0489039935814046,0.43051404552606176,0.00181597481421435,0.008328918957889373,Medium
M006,11.65525086718497,6.0399750085371995,1.1711850020632992,0.42897410566028266,0.0014959968664406845,0.006692256651676312,Medium
L012,12.762316093263324,7.370289069538297,0.610597948011315,0.5216597181376279,0.003523982670102763,0.018684047085526612,Low
L015,12.358764170167538,7.162873015533822,0.6424710763794198,0.7479263312343949,0.00210261216033338,0.010642755022240415,Low
L002,13.903741553128455,7.488428565974776,0.6970162937430887,0.6600704242670586,0.0033960630469522758,0.014802383641064575,Low
L017,13.849200888342498,7.362927937976333,0.8301089757783192,0.6193519439511536,0.0037254136173681743,0.01025205767260006,Low
H010,11.051110142376755,5.541336700499183,1.2614293449209038,0.39870481797250507,0.0015042318560537086,0.0022466519704178204,High
H010,11.055566468305715,5.5311299283908335,1.2578595035684168,0.39760248783369795,0.0015015878604777715,0.0021998562549977825,High
M009,11.025126410973694,6.043852007768267,1.0095580497854733,0.4091215200076752,0.001482067853739192,0.011162146399344264,Medium
M020,12.462077001728778,6.731144819176241,1.0307056632641336,0.4583481120658509,0.002804999613807712,0.00629578727755409,Medium
L011,12.600138659445692,7.367451648030557,0.6096413647117473,0.6307999563722725,0.002714441029851697,0.015053253799558117,Low
L012,12.77425114423436,7.364080307005505,0.6108852796996227,0.5213687146341134,0.003501967086416734,0.018559507811462646,Low
H012,11.45412953271192,5.616592795850095,1.428220026313987,0.23995643664140873,0.0016883362918840318,0.0024809570529905987,High
H015,10.27401121520161,6.179903033862707,1.3824888625928895,0.3395945967806348,0.0017979557470948508,0.003919793122201039,High
H003,11.096180477044399,5.705573347488948,1.2067487268890336,0.3701965399879006,0.0013004347976925575,0.002863460974508602,High
H019,10.657365946172916,5.986062150432671,1.2101966906367727,0.27194999336005354,0.0010091984726841449,0.004699624884710525,High
H013,11.25,5.55,1.48,0.2,0.0018,0.0048,High
L013,13.7,7.41,0.85,0.51,0.002,0.0166,Low
M006,11.640720255937046,6.041083558214017,1.17167218949445,0.42998099643213467,0.001501418232498819,0.006753850104116627,Medium
H014,10.306251983305826,6.161841357698491,1.4695574624224497,0.35770445724381994,0.001593047197027297,0.004413184135014356,High
M001,12.210022958831367,6.956717573099762,1.0702412279242137,0.3703699625383547,0.0024990575577467727,0.009614784743843306,Medium
L002,13.92540348385233,7.489264395622959,0.7023831035790756,0.6600242794796625,0.0034055352791554673,0.014707310261671162,Low
L018,13.409150884444985,7.251618782982596,0.6612719840178385,0.5478312839150418,0.0034001780648549086,0.015788498045117748,Low
L017,13.87217944609991,7.366185660511385,0.8294656952038624,0.6162648824553719,0.003703655659453758,0.010317238299193112,Low
M011,11.612313035235482,6.905957584921898,1.140030399590201,0.3199304043498039,0.00227543460605763,0.010666379329037927,Medium
L013,13.697494422184016,7.409471436275238,0.8479202856143324,0.5096507959698261,0.0019917922074864014,0.016625689388328122,Low
M003,11.48,6.5,1.13,0.48,0.0017,0.0057,Medium
M007,12.22824125187635,6.61821752478145,1.0589460555344736,0.4598535757408233,0.0017004533930195563,0.011810192521325579,Medium
L005,12.01859244002909,7.402499430345332,0.7679438356539251,0.7220921190587024,0.003898002907558786,0.014015849272429616,Low
L004,12.751998522153615,7.162741522348152,0.6284257132069183,0.6882967577964298,0.0025972666794238444,0.014342476305143407,Low
H013,11.249352124469725,5.542414700045996,1.4783114654070615,0.19825533212605884,0.0018095560695717736,0.0048146722715126985,High
L018,13.38147768217761,7.251710048313204,0.6584571979091549,0.5509573668485049,0.0034053443780372927,0.01587396251756789,Low
L012,12.76581478573856,7.370475325145708,0.6104416647066372,0.5212456714000359,0.003510094944448414,0.01856860156352315,Low
H002,11.420834646904135,5.598167509664027,1.348978367593911,0.24953615228313095,0.001595108286012618,0.003888638852128519,High
L001,13.903252582032863,7.227323886810951,0.8683476640494906,0.5235608738630162,0.0030802893088536973,0.014918601519159037,Low
H006,10.231274266267283,6.055443627048338,1.4008956868801636,0.3101530858755734,0.001293642129011355,0.0026816107175746864,High
H003,11.08608810524907,5.694295449021681,1.2097770297686068,0.36757204283226125,0.0012935253895436857,0.0028821523476499507,High
L010,13.699038709072006,7.012656586583536,0.7801442435937036,0.5823934741835933,0.00250013041517212,0.016300236191844997,Low
M018,12.043000551514446,6.7577337882226285,1.079622993628947,0.47944122965463065,0.002615012739910212,0.005189915686296395,Medium
H003,11.1,5.7,1.21,0.37,0.0013,0.0029,High
H007,10.09,5.64,1.29,0.23,0.0017,0.0032,High
M012,11.316532553492346,6.241343588234726,1.0015159290142954,0.47818650536891105,0.0024864062255016985,0.0085568144871929,Medium
H014,10.325239462141372,6.162059931412433,1.4715391455708215,0.3602690472818188,0.0015944112895492244,0.004396651321839356,High
L012,12.77329968450157,7.369297200875855,0.6102550183885133,0.5188523205331677,0.003503844119679825,0.01864003129751244,Low
M004,11.17,6.3,1.11,0.48,0.0028,0.0076,Medium
M006,11.632714285653973,6.040387688386616,1.1705188007938365,0.43164412431271726,0.0014827130468120595,0.006686426460438809,Medium
L003,13.816305400222213,6.900778395235557,0.7111148560097,0.6587089449432749,0.0033150861868684145,0.011673387455127495,Low
L004,12.765280731555862,7.163235095891003,0.629610093394269,0.6920063708902683,0.0025831787185723407,0.01428451620475219,Low
H015,10.27970252401973,6.1774385614350695,1.3803044423909203,0.3399874550169505,0.001793067291108879,0.003897254936894974,High
M018,12.063174709300005,6.758048131761519,1.0808768040904895,0.47911865846206503,0.0025926292247662624,0.005183782768216368,Medium
H017,10.457584308673919,5.703700703503442,1.2275089483722648,0.34863634098471374,0.0014905401907550214,0.004392700176877765,High
L002,13.897495661044902,7.489495729640758,0.698941346062385,0.6579217800859704,0.003413017822657462,0.014737363191645479,Low
M016,11.455798987599858,6.23939858130284,1.0313026565954044,0.370180230060111,0.0018857606029736703,0.010097763169940918,Medium
L007,12.851937512217583,7.288050810660729,0.7393442353853595,0.6460928831976914,0.0030901204271371733,0.016426793909285822,Low
L002,13.907355077708514,7.4927060875638825,0.70050138177691,0.6566096503589084,0.003397407115752647,0.014744768608074523,Low
M004,11.182092807493179,6.311821517570702,1.1118361048602259,0.48030499676372007,0.002797255061971076,0.007548386655014468,Medium
M016,11.455506687025576,6.241657374455798,1.029083457092149,0.3712352785478361,0.001884094772905594,0.010086800381385892,Medium
M011,11.633223383355762,6.9109908704405285,1.1410292893210214,0.31926019498965885,0.0022848719080966343,0.010584274768674786,Medium
M011,11.629635165099673,6.916022044857901,1.1404882670143044,0.3194506353218122,0.0023027818218762605,0.010556030050372443,Medium
H016,10.276373629742244,6.062583292336404,1.4808144892653905,0.3503309315355992,0.0014965039356827263,0.00459968824303235,High
L011,12.56676366159793,7.369067441952632,0.6115025046882131,0.6301386047790818,0.00270102081188899,0.014939569272068626,Low
L005,12.037902773087094,7.411955533569937,0.7675052488439436,0.7204698271158564,0.0038854230943069228,0.014003488661422888,Low
H011,10.044731628160285,5.929686792326323,1.4896939983629336,0.3511014794110352,0.001099966526866408,0.0028935457465542407,High
H001,10.558759504191892,5.937340554850601,1.2425296979276261,0.27957258038270866,0.001896938471687593,0.0020905056911724148,High
H016,10.287095951670558,6.07211086908114,1.4791145897471036,0.3489113494320428,0.0014944625791324733,0.004587917920566392,High
H003,11.100229606666492,5.697594008690502,1.2118317674283052,0.3700787470735579,0.0012933244282946513,0.0029303028835782454,High
M004,11.164281457435642,6.297178120459432,1.1111535816026852,0.47974749348910645,0.0028017344954221935,0.007625889444390177,Medium
H005,10.223791140348848,5.828569129169974,1.2816307827695805,0.26152292829729135,0.0012967606480172097,0.004675234635102967,High
H005,10.240333870821079,5.820376853323624,1.279008623655894,0.2616009967053672,0.0012968426361088996,0.004689427001560476,High
H014,10.325007668962533,6.164901241915721,1.4741430409007108,0.35841690221311895,0.0015989844431216413,0.004364398774292754,High
L006,13.849265960195401,7.319593408356667,0.6087794367513053,0.788522687475579,0.003493501797052922,0.016295452509292294,Low
H009,10.904443977423199,5.915129201149435,1.360512066850838,0.2102659372965434,0.0018915117201575525,0.0026997202045592854,High
M017,11.76098777586747,6.671219289282861,1.138951191813094,0.4483386019156254,0.001998639071732479,0.007027139741455094,Medium
H015,10.271035811971728,6.177937803213794,1.3757425156043315,0.341775713326183,0.0018010357408100983,0.003881284690525929,High
H015,10.26338083938524,6.186766509758889,1.379671576013978,0.3429786877596058,0.0017957294890298622,0.003922050879699479,High
L014,12.649547599640254,7.442129790766391,0.7124118428485704,0.7877956124539367,0.0021744845900861687,0.011673575510573502,Low
L002,13.908534500889548,7.496543829538754,0.7038759642487936,0.658092452203547,0.003411064879370017,0.014810354380089614,Low
L008,13.938478233994116,7.292627728075679,0.7570102101699309,0.6017105885521499,0.0031730609185144656,0.010552082922123666,Low
H001,10.57183732738491,5.934347844521087,1.2395356845995367,0.2806031660798848,0.0018964187900767252,0.002081557955994648,High
H016,10.272889588902585,6.066064334088327,1.4798213617794589,0.35060749633496635,0.0014879556121890501,0.0045871097970372355,High
L019,13.148282666501654,7.289022090524551,0.7878000483598403,0.5511530629920351,0.0028965778047477316,0.019409511339101092,Low
L016,13.115087875479302,7.152546773072038,0.7615558042703537,0.7085296752331112,0.0020892131539332038,0.0164188620332876,Low
M003,11.471877259929995,6.49995878856028,1.128820158876374,0.4803114122387729,0.0017011449682791716,0.0056812320220044656,Medium
M013,11.18,6.14,1.1,0.48,0.0025,0.009,Medium
L001,13.867418595329191,7.230309251737473,0.8718615079366316,0.5209152428995266,0.003111397890883759,0.014945127512745397,Low
L006,13.870152141303151,7.315909062108357,0.6109694924040868,0.7891619258310015,0.0035252013551345263,0.01624257927651281,Low
L013,13.694353016246547,7.408440169305138,0.8494239597114578,0.5123025994290685,0.002022056074278127,0.016596913114155874,Low
L001,13.873422515039014,7.225911952912765,0.8682326838258871,0.5163175718112544,0.0030866414942600532,0.014901027858314946,Low
M012,11.330685038732808,6.22249606129704,0.9993914044930363,0.4804862429077266,0.0025048667242643435,0.008451794824092187,Medium
M008,12.287269910901275,6.505819145872812,1.0389004389931213,0.4111296230167029,0.0025141558367156873,0.007767464104170519,Medium
M003,11.466449906816141,6.510316771673237,1.1293786767693217,0.4808871584360393,0.0016962922979940984,0.00570645355964957,Medium
H003,11.098876941899594,5.690762987182517,1.2090992067840336,0.3698687828619495,0.0013001216187509335,0.0029097437874877467,High
M008,12.275890289882687,6.494612496062256,1.04113334302706,0.41067596004663603,0.0025171414615329873,0.007772880929415232,Medium
L006,13.866669745510174,7.321400849185407,0.6102023572909334,0.7898665129768462,0.0035088286523544776,0.016264413884611688,Low
H019,10.662488579538886,5.9806853624521015,1.2102304258861256,0.27097246698639255,0.0010133251164038957,0.0046833586329557775,High
M007,12.228327602512033,6.609225278409023,1.0600393885474142,0.4613617887363411,0.00168964458948881,0.011760806392736661,Medium
L010,13.732886134898214,7.013233174933638,0.7781146928851252,0.5804474466292602,0.0025068696424393857,0.01635452411192713,Low
M015,12.409260007093444,7.001392965582334,1.128617144620218,0.36852723945905325,0.002603464867116026,0.006371831797709674,Medium
M018,12.056387380587257,6.749880545553071,1.0818791767422826,0.47996526821966673,0.0025962415026318376,0.0051852386977840155,Medium
M001,12.217498736932948,6.960667391412927,1.0692482325031196,0.3705621559932518,0.0024976949967830436,0.009546546167232495,Medium
L005,12.045739953534369,7.408341098016727,0.7699205695997527,0.7177867011658855,0.003919215968293617,0.013984574393901255,Low
M019,11.532954307927596,6.230144502566583,1.1893183577566921,0.47997562685044226,0.002508908002183566,0.009455532918713882,Medium
M017,11.77874967309217,6.673754636343538,1.140083251918693,0.4500808114091395,0.0020025708701515736,0.007073744672914082,Medium
H015,10.27304883293905,6.1904674739326335,1.382555520508435,0.3408946602415716,0.0018012974610732322,0.003910149491561097,High
M014,11.51,6.49,1.05,0.43,0.0018,0.0084,Medium
M011,11.631722039804234,6.909153946807835,1.1404090241356597,0.31966924310746353,0.0022962520479048463,0.01059652209493172,Medium
H001,10.568580601410122,5.933542119385384,1.238958582326734,0.28103651722849865,0.0018884803733597718,0.0021246646547727374,High
L001,13.890420516781651,7.221938722628867,0.8715509145015016,0.5195271690534505,0.0031049701013416563,0.01486683677665313,Low
M008,12.301232400838826,6.501723911439055,1.0408286781677596,0.40899045134110307,0.002500810806651863,0.007794144142981271,Medium
H006,10.231131153424858,6.0549378124225495,1.397676277047176,0.3097885916819235,0.0013022605114812538,0.002723016405792487,High
H017,10.466113062568432,5.7054161603294435,1.2299116721411372,0.3511312839475675,0.0015046463352311216,0.004405632853666124,High
H001,10.566638358381356,5.9267678839600295,1.242878790615735,0.2785399820660454,0.001915536159290346,0.0020774251862814897,High
